ID,Code,Name,VariableName,DeviceID,OPCClass,DataClass,ParameterDesc,AnalysisOrder,ActOrder,Reversed,DataAction,ServerId,InternalTime,DataType,DataLength,Protocol,KeyChar,AuxiliaryChar,EditTime,CreatorID,CreateTime,EditorID,Active,PositionID,ValueLeft,ValueRight,ParseFuncID
1628,1090072025,砂轮线速度,2025,176,"ns=2;s=/Channel/Parameter/rpa[u1,3]",8,,0,0,0,4,67,0,4,0,OPC,轴旋转参数,mm/min,"2023-07-15 14:31:55",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1629,1090072024,砂轮最小直径,2024,176,"ns=2;s=/Channel/Parameter/rpa[u1,2]",8,,0,0,0,4,67,0,4,0,OPC,轴旋转参数,mm,"2023-07-15 14:31:55",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1631,1090072022,新砂轮直径,2022,176,"ns=2;s=/Channel/Parameter/rpa[u1,0]",8,,0,0,0,4,67,0,4,0,OPC,轴旋转参数,mm,"2023-07-15 14:31:55",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1632,1090072020,新砂轮X轴起始加工位,2020,176,"ns=2;s=/Channel/Parameter/rpa[u1,10]",8,,0,0,0,4,67,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:55",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1633,1090072019,修整间隔,2019,176,"ns=2;s=/Channel/Parameter/rpa[u1,6]",8,,0,0,0,4,67,0,4,0,OPC,修整参数,个,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1634,1090072018,新砂轮修整量,2018,176,"ns=2;s=/Channel/Parameter/rpa[u1,4]",8,,0,0,0,4,67,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1635,1090072017,修整补偿量,2017,176,"ns=2;s=/Channel/Parameter/rpa[u1,5]",8,,0,0,0,4,67,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1636,1090072016,修整跳进量,2016,176,"ns=2;s=/Channel/Parameter/rpa[u1,8]",8,,0,0,0,4,67,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1637,1090072014,光磨速度,2014,176,"ns=2;s=/Channel/Parameter/rpa[u1,24]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1638,1090072013,精磨速度,2013,176,"ns=2;s=/Channel/Parameter/rpa[u1,23]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1639,1090072012,粗磨2速度,2012,176,"ns=2;s=/Channel/Parameter/rpa[u1,22]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1640,1090072011,粗磨1速度,2011,176,"ns=2;s=/Channel/Parameter/rpa[u1,21]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1641,1090072010,快趋速度,2010,176,"ns=2;s=/Channel/Parameter/rpa[u1,20]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1642,1090072009,快进速度,2009,176,"ns=2;s=/Channel/Parameter/rpa[u1,74]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1643,1090072007,光磨量,2007,176,"ns=2;s=/Channel/Parameter/rpa[u1,19]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1644,1090072006,精回跳量,2006,176,"ns=2;s=/Channel/Parameter/rpa[u1,26]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1645,1090072005,精磨量,2005,176,"ns=2;s=/Channel/Parameter/rpa[u1,18]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1646,1090072004,粗回跳量,2004,176,"ns=2;s=/Channel/Parameter/rpa[u1,25]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1647,1090072003,粗磨2量,2003,176,"ns=2;s=/Channel/Parameter/rpa[u1,17]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1648,1090072002,粗磨1量,2002,176,"ns=2;s=/Channel/Parameter/rpa[u1,16]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1649,1090072001,快趋量,2001,176,"ns=2;s=/Channel/Parameter/rpa[u1,15]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1650,1090072000,快进量,2000,176,"ns=2;s=/Channel/Parameter/rpa[u1,14]",8,,0,0,0,4,67,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:56",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1651,1090042052,砂轮序号,2052,173,ns=2;s=/Nck/State/aDbd[480],8,,0,0,0,4,66,0,6,0,OPC,轴旋转参数,,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1652,1090042051,砂轮轴转速,2051,173,"ns=2;s=/Channel/Parameter/rpa[u1,200]",8,,0,0,0,4,66,0,4,0,OPC,轴旋转参数,r/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1653,1090042029,进给补偿,2029,173,"ns=2;s=/Channel/Parameter/rpa[u1,35]",8,,0,0,0,4,66,0,4,0,OPC,补偿参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1654,1090042028,光磨延时,2028,173,"ns=2;s=/Channel/Parameter/rpa[u1,28]",8,,0,0,0,4,66,0,4,0,OPC,辅助时间,s,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1655,1090042027,粗磨延时,2027,173,"ns=2;s=/Channel/Parameter/rpa[u1,27]",8,,0,0,0,4,66,0,4,0,OPC,辅助时间,s,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1656,1090042026,工件轴转速,2026,173,"ns=2;s=/Channel/Parameter/rpa[u1,72]",8,,0,0,0,4,66,0,4,0,OPC,轴旋转参数,r/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1657,1090042025,砂轮线速度,2025,173,"ns=2;s=/Channel/Parameter/rpa[u1,3]",8,,0,0,0,4,66,0,4,0,OPC,轴旋转参数,mm/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1658,1090042024,砂轮最小直径,2024,173,"ns=2;s=/Channel/Parameter/rpa[u1,2]",8,,0,0,0,4,66,0,4,0,OPC,轴旋转参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1660,1090042022,新砂轮直径,2022,173,"ns=2;s=/Channel/Parameter/rpa[u1,0]",8,,0,0,0,4,66,0,4,0,OPC,轴旋转参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1661,1090042020,新砂轮X轴起始加工位,2020,173,"ns=2;s=/Channel/Parameter/rpa[u1,10]",8,,0,0,0,4,66,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1662,1090042019,修整间隔,2019,173,"ns=2;s=/Channel/Parameter/rpa[u1,6]",8,,0,0,0,4,66,0,4,0,OPC,修整参数,个,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1663,1090042018,新砂轮修整量,2018,173,"ns=2;s=/Channel/Parameter/rpa[u1,4]",8,,0,0,0,4,66,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1664,1090042017,修整补偿量,2017,173,"ns=2;s=/Channel/Parameter/rpa[u1,5]",8,,0,0,0,4,66,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1665,1090042016,修整跳进量,2016,173,"ns=2;s=/Channel/Parameter/rpa[u1,8]",8,,0,0,0,4,66,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1666,1090042014,光磨速度,2014,173,"ns=2;s=/Channel/Parameter/rpa[u1,24]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1667,1090042013,精磨速度,2013,173,"ns=2;s=/Channel/Parameter/rpa[u1,23]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1668,1090042012,粗磨2速度,2012,173,"ns=2;s=/Channel/Parameter/rpa[u1,22]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1669,1090042011,粗磨1速度,2011,173,"ns=2;s=/Channel/Parameter/rpa[u1,21]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1670,1090042010,快趋速度,2010,173,"ns=2;s=/Channel/Parameter/rpa[u1,20]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1671,1090042009,快进速度,2009,173,"ns=2;s=/Channel/Parameter/rpa[u1,74]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1672,1090042007,光磨量,2007,173,"ns=2;s=/Channel/Parameter/rpa[u1,19]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1673,1090042006,精回跳量,2006,173,"ns=2;s=/Channel/Parameter/rpa[u1,26]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:57",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1674,1090042005,精磨量,2005,173,"ns=2;s=/Channel/Parameter/rpa[u1,18]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1675,1090042004,粗回跳量,2004,173,"ns=2;s=/Channel/Parameter/rpa[u1,25]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1676,1090042003,粗磨2量,2003,173,"ns=2;s=/Channel/Parameter/rpa[u1,17]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1677,1090042002,粗磨1量,2002,173,"ns=2;s=/Channel/Parameter/rpa[u1,16]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1678,1090042001,快趋量,2001,173,"ns=2;s=/Channel/Parameter/rpa[u1,15]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1679,1090042000,快进量,2000,173,"ns=2;s=/Channel/Parameter/rpa[u1,14]",8,,0,0,0,4,66,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1680,1090022052,砂轮序号,2052,171,ns=2;s=/Nck/State/aDbd[480],8,,0,0,0,4,65,0,6,0,OPC,轴旋转参数,,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1681,1090022051,砂轮轴转速,2051,171,"ns=2;s=/Channel/Parameter/rpa[u1,200]",8,,0,0,0,4,65,0,4,0,OPC,轴旋转参数,r/min,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1682,1090022029,进给补偿,2029,171,"ns=2;s=/Channel/Parameter/rpa[u1,35]",8,,0,0,0,4,65,0,4,0,OPC,补偿参数,mm,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1683,1090022028,光磨延时,2028,171,"ns=2;s=/Channel/Parameter/rpa[u1,28]",8,,0,0,0,4,65,0,4,0,OPC,辅助时间,s,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1684,1090022027,粗磨延时,2027,171,"ns=2;s=/Channel/Parameter/rpa[u1,27]",8,,0,0,0,4,65,0,4,0,OPC,辅助时间,s,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1685,1090022026,工件轴转速,2026,171,"ns=2;s=/Channel/Parameter/rpa[u1,72]",8,,0,0,0,4,65,0,4,0,OPC,轴旋转参数,r/min,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1686,1090022025,砂轮线速度,2025,171,"ns=2;s=/Channel/Parameter/rpa[u1,3]",8,,0,0,0,4,65,0,4,0,OPC,轴旋转参数,mm/min,"2023-07-15 14:31:58",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1687,1090022024,砂轮最小直径,2024,171,"ns=2;s=/Channel/Parameter/rpa[u1,2]",8,,0,0,0,4,65,0,4,0,OPC,轴旋转参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1689,1090022022,新砂轮直径,2022,171,"ns=2;s=/Channel/Parameter/rpa[u1,0]",8,,0,0,0,4,65,0,4,0,OPC,轴旋转参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1690,1090022020,新砂轮X轴起始加工位,2020,171,"ns=2;s=/Channel/Parameter/rpa[u1,10]",8,,0,0,0,4,65,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1691,1090022019,修整间隔,2019,171,"ns=2;s=/Channel/Parameter/rpa[u1,6]",8,,0,0,0,4,65,0,4,0,OPC,修整参数,个,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1692,1090022018,新砂轮修整量,2018,171,"ns=2;s=/Channel/Parameter/rpa[u1,4]",8,,0,0,0,4,65,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1693,1090022017,修整补偿量,2017,171,"ns=2;s=/Channel/Parameter/rpa[u1,5]",8,,0,0,0,4,65,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1694,1090022016,修整跳进量,2016,171,"ns=2;s=/Channel/Parameter/rpa[u1,8]",8,,0,0,0,4,65,0,4,0,OPC,修整参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1695,1090022014,光磨速度,2014,171,"ns=2;s=/Channel/Parameter/rpa[u1,24]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1696,1090022013,精磨速度,2013,171,"ns=2;s=/Channel/Parameter/rpa[u1,23]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1697,1090022012,粗磨2速度,2012,171,"ns=2;s=/Channel/Parameter/rpa[u1,22]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1698,1090022011,粗磨1速度,2011,171,"ns=2;s=/Channel/Parameter/rpa[u1,21]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1699,1090022010,快趋速度,2010,171,"ns=2;s=/Channel/Parameter/rpa[u1,20]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1700,1090022009,快进速度,2009,171,"ns=2;s=/Channel/Parameter/rpa[u1,74]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1701,1090022007,光磨量,2007,171,"ns=2;s=/Channel/Parameter/rpa[u1,19]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1702,1090022006,精回跳量,2006,171,"ns=2;s=/Channel/Parameter/rpa[u1,26]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1703,1090022005,精磨量,2005,171,"ns=2;s=/Channel/Parameter/rpa[u1,18]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1704,1090022004,粗回跳量,2004,171,"ns=2;s=/Channel/Parameter/rpa[u1,25]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1705,1090022003,粗磨2量,2003,171,"ns=2;s=/Channel/Parameter/rpa[u1,17]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1706,1090022002,粗磨1量,2002,171,"ns=2;s=/Channel/Parameter/rpa[u1,16]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1707,1090022001,快趋量,2001,171,"ns=2;s=/Channel/Parameter/rpa[u1,15]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1708,1090022000,快进量,2000,171,"ns=2;s=/Channel/Parameter/rpa[u1,14]",8,,0,0,0,4,65,0,4,0,OPC,进给参数,mm,"2023-07-15 14:31:59",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1709,1080172052,砂轮序号,2052,166,ns=2;s=/Nck/State/aDbd[480],8,,0,0,0,4,64,0,6,0,OPC,轴旋转参数,,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1710,1080172051,砂轮轴转速,2051,166,"ns=2;s=/Channel/Parameter/rpa[u1,200]",8,,0,0,0,4,64,0,4,0,OPC,轴旋转参数,r/min,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1711,1080172029,进给补偿,2029,166,"ns=2;s=/Channel/Parameter/rpa[u1,35]",8,,0,0,0,4,64,0,4,0,OPC,补偿参数,mm,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1712,1080172028,光磨延时,2028,166,"ns=2;s=/Channel/Parameter/rpa[u1,28]",8,,0,0,0,4,64,0,4,0,OPC,辅助时间,s,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1713,1080172027,粗磨延时,2027,166,"ns=2;s=/Channel/Parameter/rpa[u1,27]",8,,0,0,0,4,64,0,4,0,OPC,辅助时间,s,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1714,1080172026,工件轴转速,2026,166,"ns=2;s=/Channel/Parameter/rpa[u1,72]",8,,0,0,0,4,64,0,4,0,OPC,轴旋转参数,r/min,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1715,1080172025,砂轮线速度,2025,166,"ns=2;s=/Channel/Parameter/rpa[u1,3]",8,,0,0,0,4,64,0,4,0,OPC,轴旋转参数,mm/min,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1716,1080172024,砂轮最小直径,2024,166,"ns=2;s=/Channel/Parameter/rpa[u1,2]",8,,0,0,0,4,64,0,4,0,OPC,轴旋转参数,mm,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1718,1080172022,新砂轮直径,2022,166,"ns=2;s=/Channel/Parameter/rpa[u1,0]",8,,0,0,0,4,64,0,4,0,OPC,轴旋转参数,mm,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1719,1080172020,新砂轮X轴起始加工位,2020,166,"ns=2;s=/Channel/Parameter/rpa[u1,10]",8,,0,0,0,4,64,0,4,0,OPC,修整参数,mm,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1720,1080172019,修整间隔,2019,166,"ns=2;s=/Channel/Parameter/rpa[u1,6]",8,,0,0,0,4,64,0,4,0,OPC,修整参数,个,"2023-07-15 14:32:00",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1721,1080172018,新砂轮修整量,2018,166,"ns=2;s=/Channel/Parameter/rpa[u1,4]",8,,0,0,0,4,64,0,4,0,OPC,修整参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1722,1080172017,修整补偿量,2017,166,"ns=2;s=/Channel/Parameter/rpa[u1,5]",8,,0,0,0,4,64,0,4,0,OPC,修整参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1723,1080172016,修整跳进量,2016,166,"ns=2;s=/Channel/Parameter/rpa[u1,8]",8,,0,0,0,4,64,0,4,0,OPC,修整参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1724,1080172014,光磨速度,2014,166,"ns=2;s=/Channel/Parameter/rpa[u1,24]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1725,1080172013,精磨速度,2013,166,"ns=2;s=/Channel/Parameter/rpa[u1,23]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1726,1080172012,粗磨2速度,2012,166,"ns=2;s=/Channel/Parameter/rpa[u1,22]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1727,1080172011,粗磨1速度,2011,166,"ns=2;s=/Channel/Parameter/rpa[u1,21]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1728,1080172010,快趋速度,2010,166,"ns=2;s=/Channel/Parameter/rpa[u1,20]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1729,1080172009,快进速度,2009,166,"ns=2;s=/Channel/Parameter/rpa[u1,74]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm/min,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1730,1080172007,光磨量,2007,166,"ns=2;s=/Channel/Parameter/rpa[u1,19]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1731,1080172006,精回跳量,2006,166,"ns=2;s=/Channel/Parameter/rpa[u1,26]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1732,1080172005,精磨量,2005,166,"ns=2;s=/Channel/Parameter/rpa[u1,18]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1733,1080172004,粗回跳量,2004,166,"ns=2;s=/Channel/Parameter/rpa[u1,25]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1734,1080172003,粗磨2量,2003,166,"ns=2;s=/Channel/Parameter/rpa[u1,17]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1735,1080172002,粗磨1量,2002,166,"ns=2;s=/Channel/Parameter/rpa[u1,16]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1736,1080172001,快趋量,2001,166,"ns=2;s=/Channel/Parameter/rpa[u1,15]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1737,1080172000,快进量,2000,166,"ns=2;s=/Channel/Parameter/rpa[u1,14]",8,,0,0,0,4,64,0,4,0,OPC,进给参数,mm,"2023-07-15 14:32:01",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1738,1080162052,砂轮序号,2052,165,ns=2;s=/Nck/State/aDbd[480],8,,0,0,0,4,63,0,6,0,OPC,轴旋转参数,,"2023-07-15 14:32:02",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1739,1080162051,砂轮轴转速,2051,165,"ns=2;s=/Channel/Parameter/rpa[u1,200]",8,,0,0,0,4,63,0,4,0,OPC,轴旋转参数,r/min,"2023-07-15 14:32:02",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1740,1080162029,进给补偿,2029,165,"ns=2;s=/Channel/Parameter/rpa[u1,35]",8,,0,0,0,4,63,0,4,0,OPC,补偿参数,mm,"2023-07-15 14:32:02",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1741,1080162028,光磨延时,2028,165,"ns=2;s=/Channel/Parameter/rpa[u1,28]",8,,0,0,0,4,63,0,4,0,OPC,辅助时间,s,"2023-07-15 14:32:02",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
1742,1080162027,粗磨延时,2027,165,"ns=2;s=/Channel/Parameter/rpa[u1,27]",8,,0,0,0,4,63,0,4,0,OPC,辅助时间,s,"2023-07-15 14:32:02",-100,"2023-03-20 10:50:05",-100,1,0,0,0,0
